學生代碼,學校代碼,教師代碼_國文,教師代碼_英文,教師代碼_數學,班級代碼_國文,班級代碼_英文,班級代碼_數學,班級代碼,每周作業頻率_國文,每周作業頻率標準化_國文,每周作業頻率_英文,每周作業頻率標準化_英文,每周作業頻率_數學,每周作業頻率標準化_數學,作業頻率標準化平均值,作業類型_做習題_國文,做習題標準化_國文,作業類型_作文練習_國文,作文練習標準化_國文,作業類型_剪報或蒐集資料_國文,剪報或蒐集資料標準化_國文,作業類型_聽演講、參觀展覽或看表演_國文,聽演講、參觀展覽或看表演標準化_國文,作業類型_分組專題活動_國文,分組專題活動標準化_國文,作業類型_做習題_英文,做習題標準化_英文,作業類型_作文練習_英文,作文練習標準化_英文,作業類型_剪報或蒐集資料_英文,剪報或蒐集資料標準化_英文,作業類型_聽演講、參觀展覽或看表演_英文,聽演講、參觀展覽或看表演標準化_英文,作業類型_分組專題活動_英文,分組專題活動標準化_英文,作業類型_做習題_數學,做習題標準化_數學,作業類型_作文練習_數學,作文練習標準化_數學,作業類型_剪報或蒐集資料_數學,剪報或蒐集資料標準化_數學,作業類型_聽演講、參觀展覽或看表演_數學,聽演講、參觀展覽或看表演標準化_數學,作業類型_分組專題活動_數學,分組專題活動標準化_數學,作業經常次數_國文,作業經常次數_英文,作業經常次數_數學,綜合分析能力測驗答對題數,一般分析能力測驗答對題數,數學分析能力測驗答對題數,跟得上進度_國文,用功程度_國文,作業表現_國文,跟得上進度_英文,用功程度_英文,作業表現_英文,跟得上進度_數學,用功程度_數學,作業表現_數學
11590,571,1,4,5,4162,4351,4768,3921,3,5.5,1,1.5,1,1.5,2.833333333,1,1,3,0.33,4,0,4,0,4,0,1,1,5,,5,,5,,5,,1,1,4,0,3,0.33,2,0.66,2,0.66,1,1,1,23,9,9,2,2,4,2,2,3,2,2,4
11786,571,1,4,5,4162,4351,4768,3921,3,5.5,1,1.5,1,1.5,2.833333333,1,1,3,0.33,4,0,4,0,4,0,1,1,5,,5,,5,,5,,1,1,4,0,3,0.33,2,0.66,2,0.66,1,1,1,18,7,6,2,3,4,3,4,2,2,2,4
12393,571,1,4,5,4162,4351,4768,3921,3,5.5,1,1.5,1,1.5,2.833333333,1,1,3,0.33,4,0,4,0,4,0,1,1,5,,5,,5,,5,,1,1,4,0,3,0.33,2,0.66,2,0.66,1,1,1,23,9,9,3,4,3,3,4,3,2,2,4
12643,571,1,4,5,4162,4351,4768,3921,3,5.5,1,1.5,1,1.5,2.833333333,1,1,3,0.33,4,0,4,0,4,0,1,1,5,,5,,5,,5,,1,1,4,0,3,0.33,2,0.66,2,0.66,1,1,1,16,2,7,4,4,1,4,4,1,3,3,3
12978,571,1,4,5,4162,4351,4768,3921,3,5.5,1,1.5,1,1.5,2.833333333,1,1,3,0.33,4,0,4,0,4,0,1,1,5,,5,,5,,5,,1,1,4,0,3,0.33,2,0.66,2,0.66,1,1,1,22,11,11,2,3,4,3,3,3,2,2,4
13694,571,11,9,6,4080,4350,4843,3859,3,5.5,2,3.5,1,1.5,3.5,1,1,3,0.33,3,0.33,4,0,3,0.33,1,1,5,,3,0.33,97,,3,0.33,1,1,5,,4,0,4,0,4,0,1,1,1,14,6,6,3,3,3,3,3,4,3,3,3
14086,571,7,10,2,4052,4472,4623,3034,2,3.5,1,1.5,1,1.5,2.166666667,2,0.66,2,0.66,3,0.33,4,0,3,0.33,1,1,97,,3,0.33,2,0.66,2,0.66,1,1,5,,5,,5,,3,0.33,0,1,1,19,8,10,2,2,4,3,3,4,3,3,4
14607,571,7,10,3,4173,4378,4749,3921,2,3.5,1,1.5,2,3.5,2.833333333,1,1,1,1,2,0.66,3,0.33,3,0.33,1,1,97,,3,0.33,1,1,1,1,1,1,5,,3,0.33,3,0.33,3,0.33,2,3,1,53,20,22,2,2,3,2,2,4,2,2,3
16028,571,11,4,12,4085,4484,4649,3034,3,5.5,2,3.5,2,3.5,4.166666667,1,1,3,0.33,3,0.33,4,0,3,0.33,1,1,5,,5,,5,,5,,1,1,5,,5,,5,,5,,1,1,1,32,10,14,2,3,3,3,4,1,1,2,4
16355,571,7,10,2,4052,4472,4623,3034,2,3.5,1,1.5,1,1.5,2.166666667,2,0.66,2,0.66,3,0.33,4,0,3,0.33,1,1,97,,3,0.33,2,0.66,2,0.66,1,1,5,,5,,5,,3,0.33,0,1,1,29,9,15,2,2,4,2,2,4,3,3,4
16509,571,7,10,2,4052,4472,4623,3034,2,3.5,1,1.5,1,1.5,2.166666667,2,0.66,2,0.66,3,0.33,4,0,3,0.33,1,1,97,,3,0.33,2,0.66,2,0.66,1,1,5,,5,,5,,3,0.33,0,1,1,16,8,9,3,3,3,4,4,3,3,4,3
16859,571,7,10,3,4173,4378,4749,3859,2,3.5,1,1.5,2,3.5,2.833333333,1,1,1,1,2,0.66,3,0.33,3,0.33,1,1,97,,3,0.33,1,1,1,1,1,1,5,,3,0.33,3,0.33,3,0.33,2,3,1,41,16,21,2,2,4,2,2,4,2,,3
17167,571,7,10,3,4173,4378,4749,3921,2,3.5,1,1.5,2,3.5,2.833333333,1,1,1,1,2,0.66,3,0.33,3,0.33,1,1,97,,3,0.33,1,1,1,1,1,1,5,,3,0.33,3,0.33,3,0.33,2,3,1,41,17,18,2,2,4,2,1,4,2,2,3
17341,571,7,10,3,4173,4378,4749,3921,2,3.5,1,1.5,2,3.5,2.833333333,1,1,1,1,2,0.66,3,0.33,3,0.33,1,1,97,,3,0.33,1,1,1,1,1,1,5,,3,0.33,3,0.33,3,0.33,2,3,1,41,13,19,2,2,4,2,1,4,2,2,3
17565,571,7,10,2,4052,4472,4623,3034,2,3.5,1,1.5,1,1.5,2.166666667,2,0.66,2,0.66,3,0.33,4,0,3,0.33,1,1,97,,3,0.33,2,0.66,2,0.66,1,1,5,,5,,5,,3,0.33,0,1,1,14,3,7,2,3,3,3,3,4,4,4,4
17821,571,11,9,6,4080,4350,4843,3859,3,5.5,2,3.5,1,1.5,3.5,1,1,3,0.33,3,0.33,4,0,3,0.33,1,1,5,,3,0.33,97,,3,0.33,1,1,5,,4,0,4,0,4,0,1,1,1,33,14,14,2,2,3,3,3,3,3,3,2
19633,571,1,4,5,4162,4351,4768,3921,3,5.5,1,1.5,1,1.5,2.833333333,1,1,3,0.33,4,0,4,0,4,0,1,1,5,,5,,5,,5,,1,1,4,0,3,0.33,2,0.66,2,0.66,1,1,1,25,13,12,2,3,4,2,2,4,2,2,4
19761,571,11,4,12,4085,4484,4649,3034,3,5.5,2,3.5,2,3.5,4.166666667,1,1,3,0.33,3,0.33,4,0,3,0.33,1,1,5,,5,,5,,5,,1,1,5,,5,,5,,5,,1,1,1,38,15,20,3,4,3,2,2,3,2,1,4
20013,571,11,4,12,4085,4484,4649,3859,3,5.5,2,3.5,2,3.5,4.166666667,1,1,3,0.33,3,0.33,4,0,3,0.33,1,1,5,,5,,5,,5,,1,1,5,,5,,5,,5,,1,1,1,38,14,18,2,2,3,2,3,2,2,2,4
119,572,14,11,13,4053,4315,4846,2085,1,1.5,2,3.5,2,3.5,2.833333333,2,0.66,3,0.33,5,,5,,3,0.33,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,97,,3,0.33,4,0,3,0.33,0,1,1,22,9,7,99,99,99,3,3,4,3,3,3
242,572,7,9,6,4083,4421,4833,2182,1,1.5,1,1.5,2,3.5,2.166666667,3,0.33,2,0.66,3,0.33,3,0.33,4,0,1,1,5,,3,0.33,3,0.33,3,0.33,1,1,5,,3,0.33,3,0.33,3,0.33,0,1,1,26,13,13,4,4,3,4,4,2,4,4,3
1190,572,,9,,,4227,,3534,,,1,1.5,,,1.5,,,,,,,,,,,1,1,5,,3,0.33,3,0.33,3,0.33,,,,,,,,,,,,1,,,,,2,2,4,2,3,3,99,99,99
1530,572,7,9,6,4083,4421,4833,2182,1,1.5,1,1.5,2,3.5,2.166666667,3,0.33,2,0.66,3,0.33,3,0.33,4,0,1,1,5,,3,0.33,3,0.33,3,0.33,1,1,5,,3,0.33,3,0.33,3,0.33,0,1,1,13,3,4,3,4,3,4,4,1,4,4,3
1665,572,7,,1,4083,,4636,2182,1,1.5,,,2,3.5,2.5,3,0.33,2,0.66,3,0.33,3,0.33,4,0,,,,,,,,,,,1,1,4,0,3,0.33,4,0,3,0.33,0,,1,43,17,22,2,2,4,99,99,99,2,2,4
1845,572,10,,1,4141,,4636,2755,1,1.5,,,2,3.5,2.5,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,,,,,,,,,,,1,1,4,0,3,0.33,4,0,3,0.33,0,,1,47,16,21,1,1,3,99,99,99,1,1,4
2012,572,14,11,13,4053,4315,4846,2085,1,1.5,2,3.5,2,3.5,2.833333333,2,0.66,3,0.33,5,,5,,3,0.33,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,97,,3,0.33,4,0,3,0.33,0,1,1,20,8,9,99,99,99,2,2,4,2,2,4
2554,572,10,,1,4141,,4636,2755,1,1.5,,,2,3.5,2.5,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,,,,,,,,,,,1,1,4,0,3,0.33,4,0,3,0.33,0,,1,42,13,22,1,1,4,99,99,99,2,2,4
3259,572,,9,,,4227,,3534,,,1,1.5,,,1.5,,,,,,,,,,,1,1,5,,3,0.33,3,0.33,3,0.33,,,,,,,,,,,,1,,,,,3,3,3,2,4,4,99,99,99
3442,572,10,12,,4141,4483,,2755,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,1,1,3,0.33,2,0.66,3,0.33,3,0.33,,,,,,,,,,,0,1,,17,7,7,2,3,3,2,2,4,99,99,99
3642,572,14,11,13,4053,4315,4846,2085,1,1.5,2,3.5,2,3.5,2.833333333,2,0.66,3,0.33,5,,5,,3,0.33,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,97,,3,0.33,4,0,3,0.33,0,1,1,14,5,6,99,99,99,3,3,4,4,4,3
3741,572,14,11,13,4053,4315,4846,2085,1,1.5,2,3.5,2,3.5,2.833333333,2,0.66,3,0.33,5,,5,,3,0.33,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,97,,3,0.33,4,0,3,0.33,0,1,1,37,9,21,99,99,99,1,1,4,1,1,4
3794,572,,9,,,4227,,3534,,,1,1.5,,,1.5,,,,,,,,,,,1,1,5,,3,0.33,3,0.33,3,0.33,,,,,,,,,,,,1,,,,,2,2,3,2,4,2,99,99,99
3990,572,14,11,13,4053,4315,4846,2085,1,1.5,2,3.5,2,3.5,2.833333333,2,0.66,3,0.33,5,,5,,3,0.33,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,97,,3,0.33,4,0,3,0.33,0,1,1,25,9,13,99,99,99,4,4,4,4,3,3
4038,572,,9,,,4227,,3534,,,1,1.5,,,1.5,,,,,,,,,,,1,1,5,,3,0.33,3,0.33,3,0.33,,,,,,,,,,,,1,,,,,2,2,3,2,3,4,99,99,99
4811,572,14,11,13,4053,4315,4846,2085,1,1.5,2,3.5,2,3.5,2.833333333,2,0.66,3,0.33,5,,5,,3,0.33,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,97,,3,0.33,4,0,3,0.33,0,1,1,28,12,13,99,99,99,4,4,3,4,3,3
5995,572,10,,1,4141,,4636,2755,1,1.5,,,2,3.5,2.5,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,,,,,,,,,,,1,1,4,0,3,0.33,4,0,3,0.33,0,,1,47,17,25,2,1,4,99,99,99,1,1,4
6232,572,10,,1,4141,,4636,2755,1,1.5,,,2,3.5,2.5,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,,,,,,,,,,,1,1,4,0,3,0.33,4,0,3,0.33,0,,1,32,12,15,2,2,4,99,99,99,3,3,3
6250,572,7,9,6,4083,4421,4833,2182,1,1.5,1,1.5,2,3.5,2.166666667,3,0.33,2,0.66,3,0.33,3,0.33,4,0,1,1,5,,3,0.33,3,0.33,3,0.33,1,1,5,,3,0.33,3,0.33,3,0.33,0,1,1,22,6,7,3,3,3,4,4,1,3,3,3
6361,572,7,9,6,4083,4421,4833,2182,1,1.5,1,1.5,2,3.5,2.166666667,3,0.33,2,0.66,3,0.33,3,0.33,4,0,1,1,5,,3,0.33,3,0.33,3,0.33,1,1,5,,3,0.33,3,0.33,3,0.33,0,1,1,20,6,9,2,2,4,2,3,3,3,3,3
7363,572,,9,,,4227,,3534,,,1,1.5,,,1.5,,,,,,,,,,,1,1,5,,3,0.33,3,0.33,3,0.33,,,,,,,,,,,,1,,,,,4,4,2,3,4,2,99,99,99
7614,572,14,11,13,4053,4315,4846,2085,1,1.5,2,3.5,2,3.5,2.833333333,2,0.66,3,0.33,5,,5,,3,0.33,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,97,,3,0.33,4,0,3,0.33,0,1,1,31,14,13,99,99,99,3,3,3,2,3,3
8571,572,7,9,6,4083,4421,4833,2182,1,1.5,1,1.5,2,3.5,2.166666667,3,0.33,2,0.66,3,0.33,3,0.33,4,0,1,1,5,,3,0.33,3,0.33,3,0.33,1,1,5,,3,0.33,3,0.33,3,0.33,0,1,1,28,10,12,2,3,4,3,4,3,1,2,4
8930,572,7,9,6,4083,4421,4833,2182,1,1.5,1,1.5,2,3.5,2.166666667,3,0.33,2,0.66,3,0.33,3,0.33,4,0,1,1,5,,3,0.33,3,0.33,3,0.33,1,1,5,,3,0.33,3,0.33,3,0.33,0,1,1,32,12,14,2,2,3,3,4,3,3,3,3
9951,572,,9,,,4227,,3534,,,1,1.5,,,1.5,,,,,,,,,,,1,1,5,,3,0.33,3,0.33,3,0.33,,,,,,,,,,,,1,,,,,3,3,3,3,4,3,99,99,99
9964,572,7,9,6,4083,4421,4833,2182,1,1.5,1,1.5,2,3.5,2.166666667,3,0.33,2,0.66,3,0.33,3,0.33,4,0,1,1,5,,3,0.33,3,0.33,3,0.33,1,1,5,,3,0.33,3,0.33,3,0.33,0,1,1,16,3,8,3,3,3,3,4,1,4,4,3
10423,572,7,,1,4083,,4636,2182,1,1.5,,,2,3.5,2.5,3,0.33,2,0.66,3,0.33,3,0.33,4,0,,,,,,,,,,,1,1,4,0,3,0.33,4,0,3,0.33,0,,1,58,23,25,1,1,3,99,99,99,2,1,4
10979,572,7,9,6,4083,4421,4833,2182,1,1.5,1,1.5,2,3.5,2.166666667,3,0.33,2,0.66,3,0.33,3,0.33,4,0,1,1,5,,3,0.33,3,0.33,3,0.33,1,1,5,,3,0.33,3,0.33,3,0.33,0,1,1,25,9,9,2,2,4,2,3,3,2,2,4
11074,572,,9,,,4227,,3534,,,1,1.5,,,1.5,,,,,,,,,,,1,1,5,,3,0.33,3,0.33,3,0.33,,,,,,,,,,,,1,,,,,2,2,3,2,3,3,99,99,99
11939,572,14,11,13,4053,4315,4846,2085,1,1.5,2,3.5,2,3.5,2.833333333,2,0.66,3,0.33,5,,5,,3,0.33,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,97,,3,0.33,4,0,3,0.33,0,1,1,32,15,13,99,99,99,3,2,4,2,2,4
12595,572,10,,1,4141,,4636,2755,1,1.5,,,2,3.5,2.5,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,,,,,,,,,,,1,1,4,0,3,0.33,4,0,3,0.33,0,,1,33,13,14,2,1,4,99,99,99,2,2,4
12904,572,,9,,,4227,,3534,,,1,1.5,,,1.5,,,,,,,,,,,1,1,5,,3,0.33,3,0.33,3,0.33,,,,,,,,,,,,1,,,,,2,2,3,2,3,3,99,99,99
13500,572,10,,1,4141,,4636,2755,1,1.5,,,2,3.5,2.5,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,,,,,,,,,,,1,1,4,0,3,0.33,4,0,3,0.33,0,,1,33,9,14,2,3,3,99,99,99,3,3,3
13732,572,10,12,,4141,4483,,2755,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,1,1,3,0.33,2,0.66,3,0.33,3,0.33,,,,,,,,,,,0,1,,27,10,17,2,3,2,4,3,2,99,99,99
13796,572,7,9,6,4083,4421,4833,2182,1,1.5,1,1.5,2,3.5,2.166666667,3,0.33,2,0.66,3,0.33,3,0.33,4,0,1,1,5,,3,0.33,3,0.33,3,0.33,1,1,5,,3,0.33,3,0.33,3,0.33,0,1,1,32,11,16,2,2,3,2,3,4,2,2,4
13907,572,7,,1,4083,,4636,2182,1,1.5,,,2,3.5,2.5,3,0.33,2,0.66,3,0.33,3,0.33,4,0,,,,,,,,,,,1,1,4,0,3,0.33,4,0,3,0.33,0,,1,49,20,25,1,1,4,99,99,99,2,1,4
14719,572,,,1,,,4636,3534,,,,,2,3.5,3.5,,,,,,,,,,,,,,,,,,,,,1,1,4,0,3,0.33,4,0,3,0.33,,,1,,,,99,99,99,99,99,99,3,3,3
14810,572,,11,,,4315,,2085,,,2,3.5,,,3.5,,,,,,,,,,,1,1,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,,1,,,,,99,99,99,4,4,2,99,99,99
15046,572,10,,1,4141,,4636,2755,1,1.5,,,2,3.5,2.5,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,,,,,,,,,,,1,1,4,0,3,0.33,4,0,3,0.33,0,,1,43,18,19,2,3,3,99,99,99,3,3,3
15573,572,14,11,13,4053,4315,4846,2085,1,1.5,2,3.5,2,3.5,2.833333333,2,0.66,3,0.33,5,,5,,3,0.33,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,97,,3,0.33,4,0,3,0.33,0,1,1,41,15,23,99,99,99,1,1,4,2,1,4
15867,572,,,1,,,4636,3534,,,,,2,3.5,3.5,,,,,,,,,,,,,,,,,,,,,1,1,4,0,3,0.33,4,0,3,0.33,,,1,,,,99,99,99,99,99,99,2,2,4
15990,572,10,12,,4141,4483,,2755,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,1,1,3,0.33,2,0.66,3,0.33,3,0.33,,,,,,,,,,,0,1,,37,16,19,2,2,3,3,3,4,99,99,99
16428,572,14,11,13,4053,4315,4846,2085,1,1.5,2,3.5,2,3.5,2.833333333,2,0.66,3,0.33,5,,5,,3,0.33,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,97,,3,0.33,4,0,3,0.33,0,1,1,15,5,4,99,99,99,2,2,4,3,3,4
16759,572,,,1,,,4636,3534,,,,,2,3.5,3.5,,,,,,,,,,,,,,,,,,,,,1,1,4,0,3,0.33,4,0,3,0.33,,,1,,,,99,99,99,99,99,99,2,2,4
17459,572,10,,1,4141,,4636,2755,1,1.5,,,2,3.5,2.5,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,,,,,,,,,,,1,1,4,0,3,0.33,4,0,3,0.33,0,,1,46,16,23,2,2,3,99,99,99,2,2,3
17521,572,,,1,,,4636,3534,,,,,2,3.5,3.5,,,,,,,,,,,,,,,,,,,,,1,1,4,0,3,0.33,4,0,3,0.33,,,1,,,,99,99,99,99,99,99,3,3,3
17602,572,14,11,13,4053,4315,4846,2085,1,1.5,2,3.5,2,3.5,2.833333333,2,0.66,3,0.33,5,,5,,3,0.33,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,97,,3,0.33,4,0,3,0.33,0,1,1,36,13,17,99,99,99,2,1,4,2,2,4
17826,572,10,12,,4141,4483,,2755,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,1,1,3,0.33,2,0.66,3,0.33,3,0.33,,,,,,,,,,,0,1,,14,7,4,2,2,3,3,3,4,99,99,99
18187,572,10,12,,4141,4483,,2755,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,1,1,3,0.33,2,0.66,3,0.33,3,0.33,,,,,,,,,,,0,1,,16,7,8,3,4,1,4,4,1,99,99,99
18705,572,7,,1,4083,,4636,2182,1,1.5,,,2,3.5,2.5,3,0.33,2,0.66,3,0.33,3,0.33,4,0,,,,,,,,,,,1,1,4,0,3,0.33,4,0,3,0.33,0,,1,34,14,16,1,2,4,99,99,99,2,2,4
19036,572,14,11,13,4053,4315,4846,2085,1,1.5,2,3.5,2,3.5,2.833333333,2,0.66,3,0.33,5,,5,,3,0.33,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,97,,3,0.33,4,0,3,0.33,0,1,1,28,9,12,99,99,99,2,3,4,2,3,3
19167,572,,9,,,4227,,3534,,,1,1.5,,,1.5,,,,,,,,,,,1,1,5,,3,0.33,3,0.33,3,0.33,,,,,,,,,,,,1,,,,,1,1,4,2,3,4,99,99,99
19212,572,7,9,6,4083,4421,4833,2182,1,1.5,1,1.5,2,3.5,2.166666667,3,0.33,2,0.66,3,0.33,3,0.33,4,0,1,1,5,,3,0.33,3,0.33,3,0.33,1,1,5,,3,0.33,3,0.33,3,0.33,0,1,1,24,8,12,3,3,3,3,4,2,4,4,3
19312,572,,9,,,4227,,3534,,,1,1.5,,,1.5,,,,,,,,,,,1,1,5,,3,0.33,3,0.33,3,0.33,,,,,,,,,,,,1,,,,,2,2,3,2,3,3,99,99,99
19376,572,7,9,6,4083,4421,4833,2182,1,1.5,1,1.5,2,3.5,2.166666667,3,0.33,2,0.66,3,0.33,3,0.33,4,0,1,1,5,,3,0.33,3,0.33,3,0.33,1,1,5,,3,0.33,3,0.33,3,0.33,0,1,1,17,11,5,2,4,3,3,4,2,3,3,3
19899,572,,11,,,4315,,2085,,,2,3.5,,,3.5,,,,,,,,,,,1,1,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,,1,,,,,99,99,99,2,2,4,99,99,99
536,574,13,8,7,2231,2231,2231,2231,2,3.5,2,3.5,1,1.5,2.833333333,1,1,1,1,3,0.33,3,0.33,3,0.33,2,0.66,5,,5,,4,0,5,,1,1,5,,5,,5,,3,0.33,2,0,1,28,9,10,2,2,4,2,,,2,2,4
551,574,6,8,14,3470,3470,3470,3470,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,3,0.33,5,,3,0.33,1,1,3,0.33,5,,4,0,5,,99,,1,1,5,,5,,3,0.33,1,1,1,27,9,14,2,2,4,2,2,4,1,2,4
751,574,13,8,7,2231,2231,2231,2231,2,3.5,2,3.5,1,1.5,2.833333333,1,1,1,1,3,0.33,3,0.33,3,0.33,2,0.66,5,,5,,4,0,5,,1,1,5,,5,,5,,3,0.33,2,0,1,13,5,7,4,4,3,3,4,,4,4,1
1015,574,3,8,4,3227,3227,3227,3227,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,5,,5,,4,0,5,,1,1,5,,5,,5,,5,,0,0,1,36,15,14,2,2,4,2,2,,3,3,3
1077,574,6,8,14,3470,3470,3470,3470,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,3,0.33,5,,3,0.33,1,1,3,0.33,5,,4,0,5,,99,,1,1,5,,5,,3,0.33,1,1,1,36,13,16,2,2,4,2,2,4,2,3,3
1485,574,9,15,5,3288,3288,3288,3288,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,4,0,2,0.66,4,0,4,0,1,1,5,,4,0,5,,3,0.33,1,1,1,12,5,6,3,4,2,4,3,4,4,4,3
1800,574,3,8,4,3227,3227,3227,3227,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,5,,5,,4,0,5,,1,1,5,,5,,5,,5,,0,0,1,29,10,13,2,3,4,2,2,4,2,2,3
2115,574,3,8,4,3227,3227,3227,3227,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,5,,5,,4,0,5,,1,1,5,,5,,5,,5,,0,0,1,27,12,12,2,3,3,2,2,,3,3,1
2961,574,12,2,16,2878,2878,2878,2878,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,1,1,3,0.33,3,0.33,2,0.66,3,0.33,3,0.33,4,0,4,0,1,1,5,,5,,4,0,3,0.33,2,0,1,28,9,12,2,2,4,2,2,4,2,2,3
3695,574,13,8,7,2231,2231,2231,2231,2,3.5,2,3.5,1,1.5,2.833333333,1,1,1,1,3,0.33,3,0.33,3,0.33,2,0.66,5,,5,,4,0,5,,1,1,5,,5,,5,,3,0.33,2,0,1,20,7,9,2,2,4,3,3,,2,2,4
3786,574,9,15,5,3288,3288,3288,3288,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,4,0,2,0.66,4,0,4,0,1,1,5,,4,0,5,,3,0.33,1,1,1,13,6,5,4,4,2,3,3,4,4,4,2
3985,574,9,15,5,3288,3288,3288,3288,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,4,0,2,0.66,4,0,4,0,1,1,5,,4,0,5,,3,0.33,1,1,1,21,10,10,3,4,2,4,4,3,4,4,3
4334,574,12,2,16,2878,2878,2878,2878,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,1,1,3,0.33,3,0.33,2,0.66,3,0.33,3,0.33,4,0,4,0,1,1,5,,5,,4,0,3,0.33,2,0,1,33,8,15,2,2,4,2,2,4,2,1,4
4338,574,12,2,16,2878,2878,2878,2878,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,1,1,3,0.33,3,0.33,2,0.66,3,0.33,3,0.33,4,0,4,0,1,1,5,,5,,4,0,3,0.33,2,0,1,34,11,14,2,2,4,2,2,4,2,2,3
4617,574,9,15,5,3288,3288,3288,3288,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,4,0,2,0.66,4,0,4,0,1,1,5,,4,0,5,,3,0.33,1,1,1,23,8,12,2,3,3,3,3,4,4,4,3
5059,574,9,15,5,3288,3288,3288,3288,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,4,0,2,0.66,4,0,4,0,1,1,5,,4,0,5,,3,0.33,1,1,1,12,6,5,3,4,2,4,3,4,4,4,3
5203,574,13,8,7,2231,2231,2231,2231,2,3.5,2,3.5,1,1.5,2.833333333,1,1,1,1,3,0.33,3,0.33,3,0.33,2,0.66,5,,5,,4,0,5,,1,1,5,,5,,5,,3,0.33,2,0,1,21,11,8,3,2,4,2,,4,3,3,4
5277,574,12,2,16,2878,2878,2878,2878,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,1,1,3,0.33,3,0.33,2,0.66,3,0.33,3,0.33,4,0,4,0,1,1,5,,5,,4,0,3,0.33,2,0,1,32,15,17,2,2,4,3,3,4,2,2,3
5612,574,12,2,16,2878,2878,2878,2878,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,1,1,3,0.33,3,0.33,2,0.66,3,0.33,3,0.33,4,0,4,0,1,1,5,,5,,4,0,3,0.33,2,0,1,26,13,11,2,2,4,2,3,4,2,2,3
5773,574,13,8,7,2231,2231,2231,2231,2,3.5,2,3.5,1,1.5,2.833333333,1,1,1,1,3,0.33,3,0.33,3,0.33,2,0.66,5,,5,,4,0,5,,1,1,5,,5,,5,,3,0.33,2,0,1,39,16,23,2,3,3,4,4,,2,2,4
6602,574,3,8,4,3227,3227,3227,3227,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,5,,5,,4,0,5,,1,1,5,,5,,5,,5,,0,0,1,32,12,12,3,3,2,,3,,4,4,1
